Message,Tag,Page নাম,Total Tagged (no confusion),Count 0,Count 1,Count 2,Count 3,Count 4,Count 5,Total Normal,Total Hate
সত্তিই খুব সুন্দর,0,Aami Hindu,,,,,,,,,
সত্যি খুব সুন্দর ছবি হয়েছে,0,Aami Hindu,,,,,,,,,
ছবিটা খুব সুন্দুর হয়েছে,0,Aami Hindu,,,,,,,,,
আদর মেশানো মায়ের এ শাসন চিরন্তন শিল্পি কে,0,Aami Hindu,,,,,,,,,
সুবর্ণার তুলনায় হয় না,0,Aami Hindu,,,,,,,,,
বিউটি ফুল লাগছে ভাই,0,Aami Hindu,,,,,,,,,
এই ভাঙ্গা ক্যাসেটা কার কত দিন বাজাবি,0,Aami Hindu,,,,,,,,,
আসলে প্রত্যক হিন্দু ধর্মের অনুসারীদের শ্রীমদ্ ভগবত পরা উচিত এতে অনেক কিছু বুঝার আছে শেখার আছে জানার আছে যারা ধর্মের কিছুই বুঝেনা তাদেরকে বলবো ধর্ম কি সেটা বুঝুন,0,Aami Hindu,,,,,,,,,
এত সুন্দর ছবি পোষ্ট করার জন্য এডমিন কে অনেক থন্যবাদ কম সময়ে হলেও নাম এন্ড নাম দা আমাদের মনে জায়গা করে নিয়েছে তো তারা যেহেতু গীতা গ্রহন করেছে তাই আমরা যারা ওদের খেলা ভালবাসি সবাই তাদের মত গীতা নেই নিয়মিত পড়ি,0,Aami Hindu,,,,,,,,,
ভাইরে সব ধর্মই শান্তির ধর্ম কিন্তু আপনারা একটু বেশিই উগ্র সেটাই সমস্যা,?,Aami Hindu,,,,,,,,,
নাম দাদা আগে আপনি জানেন তারপর অন্যদের নিয়ে কথা বলিয়েন,0,Aami Hindu,,,,,,,,,
কে দেখলেই বুঝা যায় কতটা শান্তির ধর্ম,0,Aami Hindu,,,,,,,,,
উনি স্ত্রী লিঙ্গ না পুরুষ লিঙ্গ না মাঝের টা,0,Aami Hindu,,,,,,,,,
আপনাদের কে বলছি ভাই অনেকে অনেক কথা বলছেন একটা কথার উওর দেন আপনারা নিজরা খোদা বাইনে পুজা করেন কেন,0,Aami Hindu,,,,,,,,,
তোরা শান্তির ধর্ম তো নিজেদের মত থাক না হিন্দু ধর্মীয় পেজে অশান্তি সৃষ্টি করছিস কেনো শান্তি তো কথায় না কাজে প্রমান দিতে হয় ,0,Aami Hindu,,,,,,,,,
আদিম যুগে নিরামিষ ছিল নি ,0,Aami Hindu,,,,,,,,,
নাইস অন [নাম] ভাইয়া,0,SalmanMuktadir,,,,,,,,,
আমি আপনার একজন ভক্ত আপনার জন্যআমার পক্ষ  থেকে রইল অনেক অনেক শুভ কামনা,4,SalmanMuktadir,,,,,,,,,
কি হলো [নাম]ভাই,0,SalmanMuktadir,,,,,,,,,
ভাই তোর এ অবস্থা কেনো পুরাই দেবদাস মুডে আছিস এটা তোর জন্য নয় তুমই তো এখোন তোর সেই হাসিটা দিবি,0,SalmanMuktadir,,,,,,,,,
ডাবের পানি খাও,0,SalmanMuktadir,,,,,,,,,
খুব চিন্তিত মনে হচ্ছে তো কিন্তুু কিসের এত চিন্তা হুম আশা রাখি উওর পাবো,0,SalmanMuktadir,,,,,,,,,
ধুর হালা গোমরা মুখ ভালো লাগেনা,0,SalmanMuktadir,,,,,,,,,
আমিতো চোদনা হয়ে ফিরেছি ওটা কি বাংলা চ্যানেল ছিলো,5,SalmanMuktadir,,,,,,,,,
জানি না কেন তোমাকে কেন এত্ত ভালো লাগে,0,SalmanMuktadir,,,,,,,,,
লিপস্টিক কই ভাউ,0,SalmanMuktadir,,,,,,,,,
চাপাবাজ ব্রো,0,SalmanMuktadir,,,,,,,,,
কান্দার আগে তুই মইরা যা যত্তসব,1,SalmanMuktadir,,,,,,,,,
বদমাইশের হাড্ডি,1,SalmanMuktadir,,,,,,,,,
তোমার সাথে এইটা কে,0,SalmanMuktadir,,,,,,,,,
মাস্তি তো তুমিই করে গেলা,0,SalmanMuktadir,,,,,,,,,
ভাই আপনকে বুদাই বুদাই লাগছে,5,SalmanMuktadir,,,,,,,,,
ভাল তো ভালো না,0,SalmanMuktadir,,,,,,,,,
একটু বাংলায় বলেন না ভাই,0,SalmanMuktadir,,,,,,,,,
মুচি,1,SalmanMuktadir,,,,,,,,,
ছাগল,1,SalmanMuktadir,,,,,,,,,
তুই ত হিরো আলম,5,SalmanMuktadir,,,,,,,,,
আরে বাইনচুদ নটির পুত,1,SalmanMuktadir,,,,,,,,,
হাইরে কপাল রে জুতা কনো দিন দেখে নাই ওমা অনেক দামি জুতা রে আমার না টাসকি লাইগা গেল মাইরালা,0,SalmanMuktadir,,,,,,,,,
ভাই তুমি এত দুষ্ট কেন আমাকে একবার বলবা,0,SalmanMuktadir,,,,,,,,,
এইটা কি ভাই,0,SalmanMuktadir,,,,,,,,,
দুই নাম্বার বেশি দিন টিকবো না আল্লারওয়াসতে দিচে তো,0,SalmanMuktadir,,,,,,,,,
ভাই আপনেরে কেও টয় গিফট করলেও কি আপনে এইরাম খুশি হবেন,0,SalmanMuktadir,,,,,,,,,
বেশি হয়ে গেলে কিছু জিনিস গরিব দের দান করো,0,SalmanMuktadir,,,,,,,,,
সুন্দর হইছে,0,SalmanMuktadir,,,,,,,,,
মাথা খারাপ হওয়ার কি আছে ভাই,0,SalmanMuktadir,,,,,,,,,
ভাই কি কয়ছও কিছু ত বোঝি নাই বাংলার মানুষ হয়ে ইংরেজীতে প্রেক প্রেক করও কেন রাগ করও না,0,SalmanMuktadir,,,,,,,,,
ভাই খাটি কথা বলছেন এই জন্যই আপনাকে এত ভালো লাগে,4,SalmanMuktadir,,,,,,,,,
কথা সত্য,0,SalmanMuktadir,,,,,,,,,
অতি সত্য কথা বলেছেন ভাই,0,SalmanMuktadir,,,,,,,,,
ঠিক বলসোস দোস্ত,0,SalmanMuktadir,,,,,,,,,
যদি নাক গলানোর অধিকার না থাকে তাহলে সেখানে নাক না গলানোটাই ভদ্রতা কেউ অন্য কারো গুনাহ নিয়ে মরবেনা শুধু শুধু মানুষকে কথা শুনিয়ে আলগা গুনাহ  টাইনা আনার কোনো মানে দেখছিনা ধন্যবাদ,0,SalmanMuktadir,,,,,,,,,
কিছু পুরুষ মেয়দের ক্রিটিসাইজ করতেই আসছে দুনিয়ায় কাজ না থাকলে এটাত করতেই হবে নিজের ঘরের দিকে না তাকায় পরের মেয়ে কি করে চলছে এটা নিয়ে তাদের মাথাব্যাথা বেশী নিজের চুলকানিগুলো প্রকাশ করার বিষয়মাত্র,0,SalmanMuktadir,,,,,,,,,
হিজাব একটা ফ্যাশন নেকাবও তেমন ইসলাম সম্মত না যারা পর্দা করতে চায় তাদের জন্য বোরকা আছে হিজাব না হিজাবতো মিয়া খলিফাও পড়ে,2,SalmanMuktadir,,,,,,,,,
